,10m_critical_power,10m_critical_power_hr,10m_peak_wpk,10s_critical_power,10s_peak_wpk,15s_critical_power,15s_peak_wpk,1m_critical_power,1m_critical_power_hr,1m_peak_wpk,1s_critical_power,1s_peak_wpk,20m_critical_power,20m_critical_power_hr,20m_peak_wpk,20s_critical_power,20s_peak_wpk,2m_critical_power,30m_critical_power,30m_critical_power_hr,30m_peak_wpk,30s_critical_power,30s_peak_wpk,3m_critical_power,5m_critical_power,5m_critical_power_hr,5m_peak_wpk,5s_critical_power,5s_peak_wpk,60m_critical_power,60m_critical_power_hr,60m_peak_wpk,8m_critical_power,90m_critical_power,HRV_Recovery_Points,Rest_AVNN,Rest_HF,Rest_HR,Rest_LF,Rest_PNN50,Rest_SDNN,Rest_rMSSD,a_coggan_tss,a_friel_efficiency_factor,a_skiba_bike_score,a_skiba_response_index,a_skiba_variability_index,activity_crc,aerobic_decoupling,antiss_score,ap_percent_max,athlete_weight,atiss_score,average_speed,average_temp,best_1000m,best_100m,best_10km,best_1500m,best_15km,best_2000m,best_200m,best_20km,best_3000m,best_30km,best_4000m,best_400m,best_40km,best_5000m,best_500m,best_50m,best_800m,best_Marathon,best_half_marathon,coggan_tss,cp_setting,cpsolver_best_r,daniels_equivalent_power,daniels_points,data,date,distance_swim,elevation_gain,elevation_gain_carrying,elevation_loss,eoa,friel_efficiency_factor,gradient,heartbeats,hrnp,hrpw,l3_sustain,l4_sustain,l5_sustain,l6_sustain,l7_sustain,max_cadence,max_ct,max_heartrate,max_power,max_run_cadence,max_speed,max_temp,maxpowervariance,meanpowervariance,min_heartrate,min_temp,ninety_five_percent_hr,pace,pace_swim,peak_percent,power_fatigue_index,power_pacing_index,power_zone,ride_count,session_rpe,skiba_bike_score,skiba_response_index,skiba_variability_index,skiba_wprime_low,skiba_wprime_matches,skiba_wprime_max,skiba_wprime_maxmatch,skiba_wprime_tau,sport,time_carrying,time_in_zone_H1,time_in_zone_H2,time_in_zone_H3,time_in_zone_H4,time_in_zone_H5,time_in_zone_L1,time_in_zone_L2,time_in_zone_L3,time_in_zone_L4,time_in_zone_L5,time_in_zone_L6,time_in_zone_L7,time_in_zone_P1,time_in_zone_P2,time_in_zone_P3,time_in_zone_P4,time_in_zone_P5,time_in_zone_P6,time_riding,tiss_delta,total_distance,total_kcalories,total_work,trimp_100_points,trimp_points,trimp_zonal_points,triscore,vam,wattsRPE,wb,wcptime_in_zone_L1,wcptime_in_zone_L2,wcptime_in_zone_L3,wcptime_in_zone_L4,workout_time,wtime_in_zone_L1,wtime_in_zone_L2,wtime_in_zone_L3,wtime_in_zone_L4,wwork_in_zone_L1,wwork_in_zone_L2,wwork_in_zone_L3,wwork_in_zone_L4,VERSION,yob,gender,id,10m_critical_pace,10m_critical_pace_hr,10m_critical_pace_swim,10s_critical_pace,10s_critical_pace_swim,15s_critical_pace,15s_critical_pace_swim,1m_critical_pace,1m_critical_pace_hr,1m_critical_pace_swim,20m_critical_pace,20m_critical_pace_hr,20m_critical_pace_swim,20s_critical_pace,20s_critical_pace_swim,2m_critical_pace,2m_critical_pace_swim,30m_critical_pace,30m_critical_pace_hr,30m_critical_pace_swim,30s_critical_pace,30s_critical_pace_swim,3m_critical_pace,3m_critical_pace_swim,5m_critical_pace,5m_critical_pace_hr,5m_critical_pace_swim,60m_critical_pace,60m_critical_pace_hr,60m_critical_pace_swim,8m_critical_pace,8m_critical_pace_swim,90m_critical_pace,90m_critical_pace_swim,govss,govss_rtp,swimscore,swimscore_tp,average_lps,average_lte,average_rps,average_rte,filename,time,distance,speed,power,heartrate,cadence,torque,altitude,gps,slope,windspeed,temperature,pedal_data,moxy_O2,running_dynamics
1243,175.65167,143.13356,2.16854,300.70000,3.71235,287.00000,3.54321,209.11667,148.55932,2.58169,336.00000,4.14815,168.53833,142.03086,2.08072,274.65000,3.39074,202.53333,166.83056,139.40912,2.05964,235.53333,2.90782,188.92778,181.34667,143.17726,2.23885,314.80000,3.88642,,,,177.47083,,7.11368,1106.73529,,53.92347,,13.00000,52.68662,30.23872,24.54622,1.20472,24.19126,1.19598,1.00101,1516030628384.00000,-1.10862,0.00409,16.64917,81.00000,19.96383,20.63049,-255.00000,2.80000,0.25000,29.01667,4.28333,,5.70000,0.53333,,8.58333,,11.50000,1.10000,,14.41667,1.36667,0.13333,2.21667,,,24.54622,240.00000,-255.00000,166.98748,11.75074,TDSPHC---------,2018/01/15 15:36:08 UTC,10343.90000,,,,,1.20472,,4189.80000,1.20472,1.19477,,,,,,95.00000,37.84934,154.00000,336.00000,95.00000,25.57940,-255.00000,334.00000,11.24800,109.00000,-255.00000,150.00000,2.90832,0.29083,64.55242,69.94048,49.55110,2.03974,1.00000,,24.19126,1.19598,1.00101,19.22500,,3.87500,0.77400,574.00000,Bike,,20.00000,374.00000,1412.00000,,,44.00000,1499.00000,236.00000,10.00000,11.00000,6.00000,,1.00000,,,3.00000,15.00000,1787.00000,1805.00000,99.97953,10.34390,,300.68400,26.38903,46.59525,35.39667,24.19126,,,12.59806,19.00000,,,,1806.00000,1806.00000,,,,313.33400,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_01_15_15_36_08.csv,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
1244,188.13167,130.85309,2.32261,197.40000,2.43704,197.13333,2.43374,193.61667,128.52542,2.39033,205.00000,2.53086,185.99250,133.77898,2.29620,196.60000,2.42716,191.67500,177.87222,127.46415,2.19595,196.26667,2.42305,190.58333,189.78000,130.28094,2.34296,200.20000,2.47160,,,,188.68542,,7.11368,1106.73529,,53.92347,,13.00000,52.68662,30.23872,28.62712,1.41154,28.47073,1.40767,1.01436,1516372664970.00000,2.88020,0.00004,17.54938,81.00000,23.47656,20.93723,-255.00000,2.80000,0.28333,28.33333,4.18333,,5.60000,0.56667,,8.40000,,11.20000,1.11667,,14.00000,1.40000,0.15000,2.23333,,,28.62712,240.00000,-255.00000,178.21168,15.72450,TDSPHC---------,2018/01/19 14:36:44 UTC,10829.20000,,,,,1.41154,,3922.36667,1.41154,1.38774,,,,,,96.00000,37.76671,149.00000,205.00000,96.00000,21.86780,-255.00000,92.00000,6.92215,86.00000,-255.00000,144.00000,2.86571,0.28657,68.44359,20.00000,85.60674,2.05011,1.00000,,28.47073,1.40767,1.01436,20.00000,,,,602.00000,Bike,,269.00000,1122.00000,472.00000,,,224.00000,463.00000,1176.00000,,,,,1.00000,,,2.00000,26.00000,1834.00000,1862.00000,99.99981,10.82920,,326.94500,19.11570,33.75271,34.04500,28.47073,,,12.82398,,,,,1863.00000,1863.00000,,,,338.63100,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_01_19_14_36_44.csv,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
1245,179.97667,143.65776,2.22193,300.60000,3.71111,260.93333,3.22140,208.23333,146.11864,2.57078,480.00000,5.92593,173.65417,140.69475,2.14388,237.50000,2.93210,197.23333,161.71278,136.56698,1.99645,222.50000,2.74691,195.77778,183.46667,145.57525,2.26502,391.80000,4.83704,,,,179.94792,,7.11368,1106.73529,,53.92347,,13.00000,52.68662,30.23872,25.35595,1.20427,25.17181,1.19989,1.03164,1516375016358.00000,-11.85217,0.13615,15.70271,81.00000,20.41458,20.19097,-255.00000,2.81667,0.26667,29.33333,4.23333,,5.68333,0.55000,,8.51667,,11.38333,1.10000,,14.21667,1.38333,0.13333,2.23333,,,25.35595,240.00000,-255.00000,162.03543,11.47384,TDSPHC---------,2018/01/19 15:16:42 UTC,11149.90000,,,,,1.20427,,4468.76667,1.20427,1.16309,,,,,,98.00000,37.90544,152.00000,480.00000,98.00000,29.86260,-255.00000,453.00000,11.31587,98.00000,-255.00000,147.00000,2.97163,0.29716,61.22696,91.66667,32.71399,2.02883,1.00000,,25.17181,1.19989,1.03164,18.11572,,9.42138,0.61700,549.00000,Bike,,28.00000,860.00000,1101.00000,,,396.00000,1178.00000,388.00000,4.00000,6.00000,10.00000,7.00000,2.00000,1.00000,,10.00000,26.00000,1950.00000,1988.00000,99.33751,11.14990,,312.32700,25.87539,45.68833,38.20667,25.17181,,,13.95716,24.00000,,,,1989.00000,1989.00000,,,,319.03800,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_01_19_15_16_42.csv,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
1246,,136.99165,,,,,,,121.27119,,,,,137.91743,,,,,,137.70595,,,,,,132.74582,,,,,137.30814,,,,7.11368,1106.73529,,53.92347,,13.00000,52.68662,30.23872,,,,,,1516536375268.00000,,,,81.00000,,19.51925,-255.00000,2.21667,0.16667,29.73333,3.35000,45.06667,4.60000,0.35000,61.41667,7.65000,,11.38333,0.76667,,14.26667,0.96667,0.08333,1.66667,,64.80000,,240.00000,-255.00000,,,TDS-H--AGL-----,2018/01/21 12:05:42 UTC,28742.10000,90.68300,,110.64700,,,0.31551,12352.25000,,,,,,,,,38.54781,164.00000,,,36.00000,-255.00000,,,107.00000,-255.00000,155.00000,3.07389,0.30739,,,,,1.00000,,,,,,,,,,Bike,17.00000,17.00000,1642.00000,3392.00000,276.00000,,,,,,,,,274.00000,78.00000,108.00000,304.00000,986.00000,3577.00000,5301.00000,,28.74210,,,77.20570,136.32255,107.39833,,61.28380,,,,,,,5327.00000,,,,,,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_01_21_12_05_42.csv,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False
1247,177.17000,141.31720,2.18728,872.10000,10.76667,673.53333,8.31523,248.03333,164.61017,3.06214,1097.00000,13.54321,170.35250,135.01918,2.10312,529.60000,6.53827,242.32500,161.76611,138.58588,1.99711,381.90000,4.71481,194.96667,193.21667,137.64214,2.38539,1004.00000,12.39506,146.61417,138.88136,1.81005,186.34792,,7.11368,1106.73529,,53.92347,,13.00000,52.68662,30.23872,51.10850,1.20256,47.13932,1.15492,1.12422,1516693275366.00000,23.06034,2.94867,14.21963,81.00000,40.66076,19.04762,-255.00000,2.78333,0.16667,29.55000,4.16667,45.43333,5.58333,0.48333,62.63333,8.43333,,11.51667,1.03333,,14.35000,1.28333,0.08333,2.06667,,,51.10850,240.00000,-255.00000,159.87069,20.91442,TDSPHC---------,2018/01/23 07:40:10 UTC,20232.80000,,,,,1.20256,,8819.43333,1.20256,1.02731,,,,,26.00000,160.00000,38.38287,169.00000,1097.00000,160.00000,39.92680,-255.00000,1097.00000,15.84768,86.00000,-255.00000,156.00000,3.15000,0.31500,56.98802,99.08842,12.96229,2.01175,1.00000,,47.13932,1.15492,1.12422,11.96269,2.00000,40.18656,6.43900,510.00000,Bike,,137.00000,1281.00000,2181.00000,226.00000,,1655.00000,1199.00000,823.00000,102.00000,23.00000,2.00000,21.00000,72.00000,44.00000,147.00000,303.00000,650.00000,2609.00000,3824.00000,93.23846,20.23280,,543.90100,54.53869,96.29929,76.69333,47.13932,,,47.96899,88.00000,6.00000,,,3825.00000,3769.00000,56.00000,,,539.16200,11.75800,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_01_23_07_40_10.csv,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
1248,183.89500,151.19699,2.27031,277.50000,3.42593,273.46667,3.37613,264.76667,165.93220,3.26872,289.00000,3.56790,171.66833,152.91576,2.11936,272.00000,3.35802,256.49167,166.57722,150.05503,2.05651,272.66667,3.36626,253.57778,208.11667,155.02676,2.56934,279.80000,3.45432,162.15056,139.84412,2.00186,190.01667,,7.11368,1106.73529,,53.92347,,13.00000,52.68662,30.23872,54.94946,1.25383,53.33172,1.23523,1.06616,1516780136281.00000,8.75107,0.00553,16.02825,81.00000,42.55215,20.17578,-255.00000,2.53333,0.25000,29.08333,4.05000,43.81667,5.46667,0.50000,59.23333,8.41667,,11.38333,1.00000,,14.33333,1.26667,0.13333,2.03333,,62.68333,54.94946,240.00000,-255.00000,171.04738,27.13306,TDSPHC---------,2018/01/24 07:47:52 UTC,21218.20000,,,,,1.25383,,8727.18333,1.25383,1.15858,,,177.00000,,,98.00000,38.53473,172.00000,289.00000,98.00000,24.94180,-255.00000,247.00000,10.84351,91.00000,-255.00000,167.00000,2.97386,0.29739,64.46616,95.50173,55.46109,2.03258,1.00000,,53.33172,1.23523,1.06616,17.07314,1.00000,14.63428,2.54200,543.00000,Bike,,107.00000,1452.00000,1711.00000,517.00000,,460.00000,2742.00000,175.00000,240.00000,169.00000,1.00000,,28.00000,21.00000,72.00000,161.00000,28.00000,3477.00000,3786.00000,99.98700,21.21820,,606.99000,53.89242,95.15816,79.67833,53.33172,,,52.97313,289.00000,,,,3787.00000,3787.00000,,,,638.58000,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_01_24_07_47_52.csv,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
1249,184.37667,150.42070,2.27626,255.60000,3.15556,253.13333,3.12510,242.93333,165.76271,2.99918,263.00000,3.24691,179.26167,146.24771,2.21311,251.85000,3.10926,235.57500,171.58389,140.62646,2.11832,249.40000,3.07901,227.31111,204.08000,154.85619,2.51951,257.60000,3.18025,,,,188.85833,,7.11368,1106.73529,,53.92347,,13.00000,52.68662,30.23872,27.01647,1.24877,26.58857,1.23884,1.01829,1516952516584.00000,1.66721,0.00061,17.09236,81.00000,21.75092,20.79549,-255.00000,2.61667,0.26667,28.73333,4.05000,,5.50000,0.51667,,8.41667,,11.30000,1.03333,,14.20000,1.30000,0.13333,2.08333,,,27.01647,240.00000,-255.00000,174.28353,14.05111,TDSPHC---------,2018/01/26 07:41:37 UTC,10507.50000,,,,,1.24877,,4256.96667,1.24877,1.21659,,,,,,101.00000,37.90792,168.00000,263.00000,101.00000,23.68780,-255.00000,119.00000,8.53747,88.00000,-255.00000,162.00000,2.88524,0.28852,66.25458,79.46768,64.98997,2.04484,1.00000,,26.58857,1.23884,1.01829,19.64834,,1.75829,0.34000,584.00000,Bike,,43.00000,466.00000,1155.00000,156.00000,,58.00000,1389.00000,218.00000,146.00000,9.00000,,,1.00000,,1.00000,1.00000,3.00000,1814.00000,1819.00000,99.99717,10.50750,,311.08100,27.40849,48.39533,37.48833,26.58857,,,13.24261,43.00000,,,,1820.00000,1820.00000,,,,328.76800,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_01_26_07_41_37.csv,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
1250,171.20000,148.58598,2.11358,479.00000,5.91358,380.40000,4.69630,205.23333,161.27119,2.53374,526.00000,6.49383,132.71500,139.77481,1.63846,305.20000,3.76790,203.98333,123.76000,135.14786,1.52790,225.13333,2.77942,201.68889,192.55333,156.55184,2.37720,496.20000,6.12593,,,,179.95833,,7.11368,1106.73529,,53.92347,,13.00000,52.68662,30.23872,20.13785,1.04835,19.24056,1.02472,1.18490,1516954852472.00000,27.65094,0.63813,11.45938,81.00000,15.33833,17.58358,-255.00000,2.73333,0.21667,33.73333,4.15000,,5.58333,0.55000,,8.55000,,11.80000,1.10000,,15.28333,1.36667,0.10000,2.18333,,,20.13785,240.00000,-255.00000,135.80256,6.15944,TDSPHC---------,2018/01/26 08:20:06 UTC,10564.80000,,,,,1.04835,,4774.63333,1.04835,0.86482,,,,,11.00000,146.00000,37.83664,163.00000,526.00000,146.00000,31.65360,-255.00000,526.00000,15.40501,100.00000,-255.00000,161.00000,3.41227,0.34123,43.64911,96.19772,21.78590,1.11459,1.00000,,19.24056,1.02472,1.18490,16.14138,1.00000,19.29309,2.39000,466.00000,Bike,,65.00000,1351.00000,547.00000,201.00000,,1566.00000,320.00000,248.00000,9.00000,,3.00000,18.00000,44.00000,31.00000,88.00000,604.00000,364.00000,1033.00000,2163.00000,96.00580,10.56480,,247.98100,26.29647,46.43183,43.38333,19.24056,,,11.84018,21.00000,,,,2164.00000,2164.00000,,,,252.36600,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_01_26_08_20_06.csv,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
1251,194.34500,138.18364,2.39932,205.40000,2.53580,204.33333,2.52263,202.31667,133.86441,2.49774,219.00000,2.70370,185.71750,138.69391,2.29281,203.45000,2.51173,200.37500,174.48278,130.50695,2.15411,203.26667,2.50947,199.00000,196.77667,134.77926,2.42934,207.60000,2.56296,,,,195.13750,,7.11368,1106.73529,,53.92347,,13.00000,52.68662,30.23872,27.77986,1.36773,27.55549,1.36219,1.02111,1517063430768.00000,5.59953,0.00007,17.34281,81.00000,22.61186,20.87051,-255.00000,2.75000,0.28333,28.58333,4.13333,,5.53333,0.55000,,8.30000,,11.08333,1.10000,,13.91667,1.38333,0.15000,2.20000,,,27.77986,240.00000,-255.00000,177.31773,15.07201,TDSPHC---------,2018/01/27 14:29:31 UTC,10557.00000,,,,,1.36773,,3943.43333,1.36773,1.33403,,,,,,94.00000,37.79508,153.00000,219.00000,94.00000,22.32030,-255.00000,105.00000,7.78527,76.00000,-255.00000,149.00000,2.87487,0.28749,67.50960,66.21005,79.19091,2.04773,1.00000,,27.55549,1.36219,1.02111,20.00000,,,,596.00000,Bike,,245.00000,743.00000,834.00000,,,87.00000,729.00000,1005.00000,1.00000,,,,1.00000,,1.00000,7.00000,14.00000,1799.00000,1821.00000,99.99967,10.55700,,315.98600,20.65775,36.47550,33.97667,27.55549,,,12.46070,,,,,1822.00000,1822.00000,,,,327.91100,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_01_27_14_29_31.csv,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
1252,166.85500,139.52588,2.05994,282.10000,3.48272,242.93333,2.99918,205.08333,145.71186,2.53189,359.00000,4.43210,156.57000,137.67556,1.93296,223.75000,2.76235,195.48333,153.30833,137.28516,1.89270,206.60000,2.55062,189.76111,186.93000,144.35786,2.30778,351.80000,4.34321,,,,167.79167,,7.11368,1106.73529,,53.92347,,13.00000,52.68662,30.23872,24.51451,1.16254,23.96971,1.14955,1.08007,1517065586452.00000,3.55992,0.01044,14.41673,81.00000,18.50158,19.28609,-255.00000,2.78333,0.26667,30.21667,4.23333,,5.60000,0.55000,,8.71667,,12.05000,1.10000,,14.95000,1.36667,0.11667,2.21667,,,24.51451,240.00000,-255.00000,155.72999,10.08982,TDSPHC---------,2018/01/27 15:05:58 UTC,10977.00000,,,,,1.16254,,4623.46667,1.16254,1.06433,,,,,,101.00000,37.85581,151.00000,359.00000,101.00000,26.69000,-255.00000,359.00000,12.49162,107.00000,-255.00000,146.00000,3.11105,0.31111,55.93496,95.26462,40.15803,2.01402,1.00000,,23.96971,1.14955,1.08007,19.28852,,3.55742,0.63800,523.00000,Bike,,28.00000,731.00000,1291.00000,,,497.00000,1294.00000,234.00000,11.00000,8.00000,6.00000,,41.00000,13.00000,68.00000,274.00000,25.00000,1629.00000,2049.00000,99.94358,10.97700,,295.54300,26.99231,47.66047,39.64167,23.96971,,,13.66433,14.00000,,,,2050.00000,2050.00000,,,,301.52100,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_01_27_15_05_58.csv,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
1253,167.46833,129.94825,2.06751,337.60000,4.16790,325.93333,4.02387,236.76667,155.37288,2.92305,405.00000,5.00000,162.32000,132.40450,2.00395,310.15000,3.82901,215.75000,159.82889,134.97499,1.97320,275.33333,3.39918,189.53333,176.68333,129.33779,2.18128,388.80000,4.80000,148.86972,136.91553,1.83790,168.57500,,7.11368,1106.73529,,53.92347,,13.00000,52.68662,30.23872,47.29986,1.14843,45.75415,1.12951,1.05898,1517248161900.00000,20.29066,0.05118,14.42464,81.00000,35.78114,19.43495,-255.00000,2.76667,0.23333,29.40000,4.31667,44.66667,5.75000,0.50000,61.00000,8.70000,,11.65000,1.05000,,14.58333,1.33333,0.11667,2.15000,,64.63333,47.29986,240.00000,-255.00000,152.77102,18.53860,TDSPHC---------,2018/01/29 17:49:20 UTC,21945.30000,,,,,1.14843,,9153.50000,1.14843,1.06660,,,,,,113.00000,38.38251,162.00000,405.00000,113.00000,27.85310,-255.00000,365.00000,12.43744,82.00000,-255.00000,150.00000,3.08722,0.30872,57.95048,96.29630,35.61640,2.01411,1.00000,,45.75415,1.12951,1.05898,18.59432,,7.02840,1.38100,520.00000,Bike,,230.00000,1601.00000,2128.00000,107.00000,,937.00000,2804.00000,204.00000,76.00000,18.00000,21.00000,6.00000,68.00000,13.00000,77.00000,208.00000,333.00000,3367.00000,4065.00000,99.85717,21.94530,,586.50600,53.24244,94.01049,78.92833,45.75415,,,53.68583,64.00000,,,,4066.00000,4066.00000,,,,602.27400,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_01_29_17_49_20.csv,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
1254,193.71667,134.05342,2.39156,206.40000,2.54815,205.86667,2.54156,202.06667,137.32203,2.49465,259.00000,3.19753,192.07667,132.97415,2.37132,204.35000,2.52284,198.02500,182.11000,135.67760,2.24827,204.03333,2.51893,194.11667,193.93667,132.70903,2.39428,215.20000,2.65679,161.36667,137.20700,1.99218,193.82292,,7.11368,1106.73529,,53.92347,,13.00000,52.68662,30.23872,60.80052,1.22844,59.36865,1.21389,1.07627,1517334147432.00000,25.84045,0.00017,15.27475,81.00000,46.38375,19.71621,-255.00000,2.78333,0.28333,28.38333,4.16667,43.80000,5.55000,0.55000,59.70000,8.31667,,11.10000,1.10000,,13.86667,1.38333,0.15000,2.21667,,63.00000,60.80052,240.00000,-255.00000,164.41189,27.85983,TDSPHC---------,2018/01/30 17:42:21 UTC,24941.00000,,,,,1.22844,,10276.98333,1.22844,1.12786,,,,,,120.00000,38.39593,154.00000,259.00000,120.00000,22.96690,-255.00000,239.00000,12.03282,75.00000,-255.00000,150.00000,3.04318,0.30432,61.50384,94.20849,58.97588,2.02390,1.00000,,59.36865,1.21389,1.07627,19.98100,,0.09500,,544.00000,Bike,,228.00000,1720.00000,2607.00000,,,1287.00000,1252.00000,2010.00000,5.00000,1.00000,,,75.00000,20.00000,117.00000,220.00000,426.00000,3697.00000,4554.00000,99.99964,24.94100,,695.76500,59.95643,105.86541,87.09333,59.36865,,,71.50365,1.00000,,,,4555.00000,4555.00000,,,,709.17500,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_01_30_17_42_21.csv,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
1255,168.51500,140.35225,2.08043,191.40000,2.36296,190.66667,2.35391,187.35000,145.08475,2.31296,258.00000,3.18519,163.07500,138.96247,2.01327,189.70000,2.34198,184.15000,160.35444,138.43913,1.97968,189.30000,2.33704,181.95556,175.09000,142.85619,2.16160,225.40000,2.78272,158.02222,132.81467,1.95089,170.70625,,7.11368,1106.73529,,53.92347,,13.00000,52.68662,30.23872,46.68110,1.19919,46.48917,1.19672,1.00265,1517496598974.00000,6.22865,0.00005,15.55529,81.00000,36.37459,20.23387,-255.00000,2.83333,0.28333,29.38333,4.28333,44.18333,5.73333,0.56667,58.98333,8.66667,,11.61667,1.13333,,14.56667,1.41667,0.15000,2.26667,,62.31667,46.68110,240.00000,-255.00000,156.09298,19.69248,TDSPHC---------,2018/02/01 14:49:02 UTC,22268.50000,,,,,1.19919,,8603.71667,1.19919,1.19356,,,,,,93.00000,38.30136,147.00000,258.00000,93.00000,23.39110,-255.00000,258.00000,7.13622,78.00000,-255.00000,143.00000,2.96532,0.29653,62.48055,59.68992,60.29181,2.02713,1.00000,,46.48917,1.19672,1.00265,19.97072,,0.14641,,550.00000,Bike,,328.00000,1993.00000,1642.00000,,,167.00000,3665.00000,126.00000,4.00000,1.00000,,,1.00000,,,7.00000,10.00000,3945.00000,3962.00000,99.99986,22.26850,,616.45600,45.35183,80.07799,74.29833,46.48917,,,53.03813,5.00000,,,,3963.00000,3963.00000,,,,642.93400,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_02_01_14_49_02.csv,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
1256,171.05667,150.72454,2.11181,206.90000,2.55432,193.33333,2.38683,186.21667,154.01695,2.29897,258.00000,3.18519,166.43167,146.31860,2.05471,188.70000,2.32963,183.41667,163.46833,145.16342,2.01813,187.46667,2.31440,183.41111,180.51333,151.13043,2.22856,254.60000,3.14321,161.04194,141.08419,1.98817,174.04375,,7.11368,1106.73529,,53.92347,,13.00000,52.68662,30.23872,55.80637,1.17018,55.62652,1.16829,1.01015,1517647619698.00000,6.49131,0.00008,15.63373,81.00000,43.44003,20.22042,-255.00000,2.83333,0.28333,29.21667,4.25000,44.05000,5.70000,0.56667,58.71667,8.63333,,11.56667,1.13333,,14.48333,1.41667,0.13333,2.26667,,61.95000,55.80637,240.00000,-255.00000,157.99057,24.12099,TDSPHC---------,2018/02/03 08:46:04 UTC,25972.00000,,,,,1.17018,,10415.23333,1.17018,1.15655,,,,,,98.00000,38.54781,158.00000,258.00000,98.00000,24.22810,-255.00000,258.00000,7.56398,90.00000,-255.00000,152.00000,2.96730,0.29673,63.19820,74.80620,60.59585,2.02804,1.00000,,55.62652,1.16829,1.01015,19.92700,,0.36500,,552.00000,Bike,,381.00000,1302.00000,2857.00000,85.00000,,387.00000,4040.00000,191.00000,3.00000,4.00000,,,4.00000,1.00000,3.00000,5.00000,192.00000,4420.00000,4624.00000,99.99981,25.97200,,723.06000,60.45756,106.75026,89.55833,55.62652,,,75.30839,5.00000,,,,4625.00000,4625.00000,,,,747.75300,,,,1.8,2062,M,0031326c-e796-4f35-8f25-d3937edca90f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018_02_03_08_46_04.csv,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
